asset,config_id,fold,feature,train_mean,val_mean,mean_shift,train_std,val_std
icicibank_ns,C57,3,MOMENTUM_ACCELERATION,-0.00038777140687464934,-0.00027262511782710986,0.00011514628904753948,0.10145412036690263,0.06776429501668411
icicibank_ns,C57,4,POSITION_IN_20D_RANGE,0.5491811992862993,0.5516074221119487,0.0024262228256494156,0.2872665596402409,0.29533878927014745
icicibank_ns,C57,4,MOMENTUM_ACCELERATION,-0.00035657904038914856,0.00016235311846709376,0.0005189321588562423,0.09352341466839088,0.06412421307534219
icicibank_ns,C57,5,POSITION_IN_20D_RANGE,0.5496993148632698,0.5889325978828384,0.03923328301956852,0.2889734385740276,0.29242643290186465
icicibank_ns,C57,5,MOMENTUM_ACCELERATION,-0.0002457619991627338,-3.0341213399104478e-05,0.00021542078576362934,0.08806619242966691,0.06865056424818973
icicibank_ns,C8,1,POSITION_IN_20D_RANGE,0.6246727261541907,0.5244456359798362,-0.1002270901743545,0.24853044375145014,0.28077367758892235
icicibank_ns,C8,1,MOMENTUM_ACCELERATION,-0.0015825504316929711,0.0008291444618970746,0.0024116948935900455,0.08440565910097145,0.12278652906202307
icicibank_ns,C8,2,POSITION_IN_20D_RANGE,0.5654189747303585,0.5601323211853515,-0.005286653545007014,0.272467329148003,0.28845479895263965
icicibank_ns,C8,2,MOMENTUM_ACCELERATION,-0.00015676854491646582,-0.0007785102903996626,-0.0006217417454831967,0.10871879741503782,0.08786919815178579
icicibank_ns,C8,3,POSITION_IN_20D_RANGE,0.5634547635318183,0.5107640529659127,-0.052690710565905685,0.27846321548951497,0.30660649794357764
icicibank_ns,C8,3,MOMENTUM_ACCELERATION,-0.00038777140687464934,-0.00027262511782710986,0.00011514628904753948,0.10145412036690263,0.06776429501668411
icicibank_ns,C8,4,POSITION_IN_20D_RANGE,0.5491811992862993,0.5516074221119487,0.0024262228256494156,0.2872665596402409,0.29533878927014745
icicibank_ns,C8,4,MOMENTUM_ACCELERATION,-0.00035657904038914856,0.00016235311846709376,0.0005189321588562423,0.09352341466839088,0.06412421307534219
icicibank_ns,C8,5,POSITION_IN_20D_RANGE,0.5496993148632698,0.5889325978828384,0.03923328301956852,0.2889734385740276,0.29242643290186465
icicibank_ns,C8,5,MOMENTUM_ACCELERATION,-0.0002457619991627338,-3.0341213399104478e-05,0.00021542078576362934,0.08806619242966691,0.06865056424818973
